aow_id,sheet_row,raw_name,reason
100,64,Lion's Claw (Lacking FP),lacking_fp_variant
101,947,Impaling Thrust (Lacking FP),lacking_fp_variant
101,1146,Wing Stance R1 [1] (Lacking FP),lacking_fp_variant
101,1147,Wing Stance R1 [2] (Lacking FP),lacking_fp_variant
101,1148,Wing Stance R1 [3] (Lacking FP),lacking_fp_variant
101,1149,Wing Stance R2 (Lacking FP),lacking_fp_variant
101,1853,Impaling Thrust (Lacking FP),lacking_fp_variant
102,959,Piercing Fang (Lacking FP),lacking_fp_variant
103,883,[Dagger] Spinning Slash #1 (Lacking FP),lacking_fp_variant
103,884,[Dagger] Spinning Slash #2 [1] (Lacking FP),lacking_fp_variant
103,885,[Dagger] Spinning Slash #2 [2] (Lacking FP),lacking_fp_variant
103,889,[Throwing Blade] Spinning Slash #1 (Lacking FP),lacking_fp_variant
103,890,[Throwing Blade] Spinning Slash #2 [1] (Lacking FP),lacking_fp_variant
103,891,[Throwing Blade] Spinning Slash #2 [2] (Lacking FP),lacking_fp_variant
103,895,[Straight Sword] Spinning Slash #1 (Lacking FP),lacking_fp_variant
103,896,[Straight Sword] Spinning Slash #2 [1] (Lacking FP),lacking_fp_variant
103,897,[Straight Sword] Spinning Slash #2 [2] (Lacking FP),lacking_fp_variant
103,901,[Light Greatsword] Spinning Slash #1 (Lacking FP),lacking_fp_variant
103,902,[Light Greatsword] Spinning Slash #2 [1] (Lacking FP),lacking_fp_variant
103,903,[Light Greatsword] Spinning Slash #2 [2] (Lacking FP),lacking_fp_variant
103,907,[Curved Sword] Spinning Slash #1 (Lacking FP),lacking_fp_variant
103,908,[Curved Sword] Spinning Slash #2 [1] (Lacking FP),lacking_fp_variant
103,909,[Curved Sword] Spinning Slash #2 [2] (Lacking FP),lacking_fp_variant
103,913,[Backhand Blade] Spinning Slash #1 (Lacking FP),lacking_fp_variant
103,914,[Backhand Blade] Spinning Slash #2 [1] (Lacking FP),lacking_fp_variant
103,915,[Backhand Blade] Spinning Slash #2 [2] (Lacking FP),lacking_fp_variant
103,919,[Katana] Spinning Slash #1 (Lacking FP),lacking_fp_variant
103,920,[Katana] Spinning Slash #2 [1] (Lacking FP),lacking_fp_variant
103,921,[Katana] Spinning Slash #2 [2] (Lacking FP),lacking_fp_variant
103,925,[Axe] Spinning Slash #1 (Lacking FP),lacking_fp_variant
103,926,[Axe] Spinning Slash #2 [1] (Lacking FP),lacking_fp_variant
103,927,[Axe] Spinning Slash #2 [2] (Lacking FP),lacking_fp_variant
103,931,[Var1] Spinning Slash #1 (Lacking FP),lacking_fp_variant
103,932,[Var1] Spinning Slash #2 [1] (Lacking FP),lacking_fp_variant
103,933,[Var1] Spinning Slash #2 [2] (Lacking FP),lacking_fp_variant
103,937,[Var2] Spinning Slash #1 (Lacking FP),lacking_fp_variant
103,938,[Var2] Spinning Slash #2 [1] (Lacking FP),lacking_fp_variant
103,939,[Var2] Spinning Slash #2 [2] (Lacking FP),lacking_fp_variant
103,943,[Twinblade] Spinning Slash #1 (Lacking FP),lacking_fp_variant
103,944,[Twinblade] Spinning Slash #2 [1] (Lacking FP),lacking_fp_variant
103,945,[Twinblade] Spinning Slash #2 [2] (Lacking FP),lacking_fp_variant
103,2478,Spinning Slash #1 (Lacking FP),lacking_fp_variant
103,2479,Spinning Slash #2 [1] (Lacking FP),lacking_fp_variant
103,2480,Spinning Slash #2 [2] (Lacking FP),lacking_fp_variant
105,1157,Charge Forth [1] (Lacking FP),lacking_fp_variant
105,1158,Charge Forth [2] (Lacking FP),lacking_fp_variant
105,1159,Charge Forth [3] (Lacking FP),lacking_fp_variant
105,1160,Charge Forth [4] (Lacking FP),lacking_fp_variant
105,1161,Charge Forth [5] (Lacking FP),lacking_fp_variant
105,1162,Charge Forth Early Release [1] (Lacking FP),lacking_fp_variant
105,1163,Charge Forth Early Release [2] (Lacking FP),lacking_fp_variant
106,3,Stamp (Upward Cut) (Lacking FP),lacking_fp_variant
107,6,Stamp (Sweep) [1] (Lacking FP),lacking_fp_variant
107,7,Stamp (Sweep) [2] (Lacking FP),lacking_fp_variant
108,1468,Blood Tax [1] (Lacking FP),lacking_fp_variant
108,1469,Blood Tax [2] (Lacking FP),lacking_fp_variant
108,1470,Blood Tax [3] (Lacking FP),lacking_fp_variant
108,1471,Blood Tax [4] (Lacking FP),lacking_fp_variant
108,1476,[Dagger] Blood Tax [1] (Lacking FP),lacking_fp_variant
108,1477,[Dagger] Blood Tax [2] (Lacking FP),lacking_fp_variant
108,1478,[Dagger] Blood Tax [3] (Lacking FP),lacking_fp_variant
108,1479,[Dagger] Blood Tax [4] (Lacking FP),lacking_fp_variant
109,964,Repeating Thrust [1] (Lacking FP),lacking_fp_variant
109,965,Repeating Thrust [2] (Lacking FP),lacking_fp_variant
109,966,Repeating Thrust [3] (Lacking FP),lacking_fp_variant
109,967,Repeating Thrust [4] (Lacking FP),lacking_fp_variant
109,972,[Dagger] Repeating Thrust [1] (Lacking FP),lacking_fp_variant
109,973,[Dagger] Repeating Thrust [2] (Lacking FP),lacking_fp_variant
109,974,[Dagger] Repeating Thrust [3] (Lacking FP),lacking_fp_variant
109,975,[Dagger] Repeating Thrust [4] (Lacking FP),lacking_fp_variant
110,14,Wild Strikes - Loop (Lacking FP),lacking_fp_variant
110,15,Wild Strikes R1 [1] (Lacking FP),lacking_fp_variant
110,16,Wild Strikes R1 [2] (Lacking FP),lacking_fp_variant
110,17,Wild Strikes R2 [1] (Lacking FP),lacking_fp_variant
110,18,Wild Strikes R2 [2] (Lacking FP),lacking_fp_variant
110,25,[Curved Sword] Wild Strikes - Loop (Lacking FP),lacking_fp_variant
110,26,[Curved Sword] Wild Strikes R1 [1] (Lacking FP),lacking_fp_variant
110,27,[Curved Sword] Wild Strikes R1 [2] (Lacking FP),lacking_fp_variant
110,28,[Curved Sword] Wild Strikes R2 [1] (Lacking FP),lacking_fp_variant
110,29,[Curved Sword] Wild Strikes R2 [2] (Lacking FP),lacking_fp_variant
110,36,[Axe] Wild Strikes - Loop (Lacking FP),lacking_fp_variant
110,37,[Axe] Wild Strikes R1 [1] (Lacking FP),lacking_fp_variant
110,38,[Axe] Wild Strikes R1 [2] (Lacking FP),lacking_fp_variant
110,39,[Axe] Wild Strikes R2 [1] (Lacking FP),lacking_fp_variant
110,40,[Axe] Wild Strikes R2 [2] (Lacking FP),lacking_fp_variant
110,47,[Hammer] Wild Strikes - Loop (Lacking FP),lacking_fp_variant
110,48,[Hammer] Wild Strikes R1 [1] (Lacking FP),lacking_fp_variant
110,49,[Hammer] Wild Strikes R1 [2] (Lacking FP),lacking_fp_variant
110,50,[Hammer] Wild Strikes R2 [1] (Lacking FP),lacking_fp_variant
110,51,[Hammer] Wild Strikes R2 [2] (Lacking FP),lacking_fp_variant
110,58,[Flail] Wild Strikes - Loop (Lacking FP),lacking_fp_variant
110,59,[Flail] Wild Strikes R1 [1] (Lacking FP),lacking_fp_variant
110,60,[Flail] Wild Strikes R1 [2] (Lacking FP),lacking_fp_variant
110,61,[Flail] Wild Strikes R2 [1] (Lacking FP),lacking_fp_variant
110,62,[Flail] Wild Strikes R2 [2] (Lacking FP),lacking_fp_variant
111,1170,Spinning Strikes - Loop (Lacking FP),lacking_fp_variant
111,1171,Spinning Strikes R1 [1] (Lacking FP),lacking_fp_variant
111,1172,Spinning Strikes R1 [2] (Lacking FP),lacking_fp_variant
111,1173,Spinning Strikes R2 [1] (Lacking FP),lacking_fp_variant
111,1174,Spinning Strikes R2 [2] (Lacking FP),lacking_fp_variant
112,982,Double Slash #1 [1] (Lacking FP),lacking_fp_variant
112,983,Double Slash #1 [2] (Lacking FP),lacking_fp_variant
112,984,Double Slash #2 [1] (Lacking FP),lacking_fp_variant
112,985,Double Slash #2 [2] (Lacking FP),lacking_fp_variant
112,986,Double Slash #2 [3] (Lacking FP),lacking_fp_variant
112,987,Double Slash #3 (Lacking FP),lacking_fp_variant
112,994,[Slow] Double Slash #1 [1] (Lacking FP),lacking_fp_variant
112,995,[Slow] Double Slash #1 [2] (Lacking FP),lacking_fp_variant
112,996,[Slow] Double Slash #2 [1] (Lacking FP),lacking_fp_variant
112,997,[Slow] Double Slash #2 [2] (Lacking FP),lacking_fp_variant
112,998,[Slow] Double Slash #2 [3] (Lacking FP),lacking_fp_variant
112,999,[Slow] Double Slash #3 (Lacking FP),lacking_fp_variant
113,1323,Prelate's Charge - Initial Attack (Lacking FP),lacking_fp_variant
113,1324,Prelate's Charge - Charge Tick (Lacking FP),lacking_fp_variant
113,1325,Prelate's Charge - Final Attack (Lacking FP),lacking_fp_variant
114,1098,Unsheathe R1 (Lacking FP),lacking_fp_variant
114,1099,Unsheathe R2 (Lacking FP),lacking_fp_variant
115,1139,Square Off R1 (Lacking FP),lacking_fp_variant
115,1141,Square Off R2 (Lacking FP),lacking_fp_variant
116,1176,Giant Hunt (Lacking FP),lacking_fp_variant
118,1275,[Twinblade] Loretta's Slash [1] (Lacking FP),lacking_fp_variant
118,1276,[Twinblade] Loretta's Slash [2] (Lacking FP),lacking_fp_variant
118,1279,[Spear] Loretta's Slash [1] (Lacking FP),lacking_fp_variant
118,1280,[Spear] Loretta's Slash [2] (Lacking FP),lacking_fp_variant
118,1283,[Great Spear] Loretta's Slash [1] (Lacking FP),lacking_fp_variant
118,1284,[Great Spear] Loretta's Slash [2] (Lacking FP),lacking_fp_variant
118,1287,[Halberd] Loretta's Slash [1] (Lacking FP),lacking_fp_variant
118,1288,[Halberd] Loretta's Slash [2] (Lacking FP),lacking_fp_variant
118,1291,[Reaper] Loretta's Slash [1] (Lacking FP),lacking_fp_variant
118,1292,[Reaper] Loretta's Slash [2] (Lacking FP),lacking_fp_variant
118,2484,Loretta's Slash [1] (Lacking FP),lacking_fp_variant
118,2485,Loretta's Slash [2] (Lacking FP),lacking_fp_variant
119,1443,Poison Moth Flight (Lacking FP),lacking_fp_variant
120,1252,Spinning Weapon [1] (Lacking FP),lacking_fp_variant
120,1253,Spinning Weapon [2] (Lacking FP),lacking_fp_variant
120,1254,Spinning Weapon [3] (Lacking FP),lacking_fp_variant
120,1255,Spinning Weapon [4] (Lacking FP),lacking_fp_variant
